Index,Age,SES,PA,Protein,Sodium,Fat,Energy,BMI,Gender,Year,Age1,Age2,Age3
18,60,0.718523364,2236.480924,139.0744056,4.316183576,154.8762355,3836.68743,37.19357918,1,2017,60,3600,216000
19,47,0.696367651,3057.04804,179.1539568,4.989703702,191.9696741,5826.908898,29.86689636,1,2017,47,2209,103823
20,55,-1.283936697,508.0900251,120.6190357,2.195640966,221.4931934,3958.02395,21.39972617,1,2017,55,3025,166375
21,71,0.715946384,2045.595574,102.6618871,2.8868043,191.0653948,2863.096188,29.40237215,1,2016,71,5041,357911
22,74,-0.20624096,400,157.5110263,3.045721374,169.3809939,4085.36128,27.75785292,1,2016,74,5476,405224
23,32,-1.733176485,544.108389,130.6188012,4.714846423,234.1793159,7062.030958,23.97321622,1,2017,32,1024,32768
24,31,1.346663055,400,170.8076465,4.909984764,404.5406658,6187.220413,34.68938735,1,2017,31,961,29791
25,80,0.10001296,4281.102873,145.6174571,3.776654094,295.9046081,5571.392185,31.22363338,1,2016,80,6400,512000
26,66,-2.057944267,1611.653144,137.6599158,4.702377264,184.920719,4956.221386,28.43444994,1,2017,66,4356,287496
27,57,0.701324788,400,151.3071959,7.269109666,374.6354567,6714.451064,34.0703745,1,2017,57,3249,185193
28,21,-0.238622853,400,114.0211978,3.190826274,143.2398732,4414.486756,22.11437962,1,2016,21,441,9261
29,81,1.194826416,2258.885485,134.7894357,2.785501643,205.5308469,4299.769402,27.18364674,1,2016,81,6561,531441
30,30,0.996727768,400,140.5550832,3.345497655,247.9930108,4011.963031,21.59678323,1,2017,30,900,27000
31,50,0.685426348,9113.06391,202.6579859,4.901502227,301.1458625,6361.390451,27.9855565,1,2017,50,2500,125000
32,23,-0.366505967,400,161.5947505,2.892454677,173.9336696,5150.210127,27.60224051,1,2017,23,529,12167
33,59,1.218178915,456.6727737,171.2769048,8.612722746,347.9277868,6342.304511,28.00922261,1,2017,59,3481,205379
34,41,-2.101210644,408.7591913,113.3699204,1.865443908,186.8091495,3058.780283,26.17109204,1,2016,41,1681,68921
35,38,0.688788613,400,164.7885961,5.510281751,235.5836505,5460.089167,28.90002789,1,2017,38,1444,54872
36,49,1.015848496,400,175.3492222,7.844412049,243.172692,5430.007065,35.48954401,1,2017,49,2401,117649
37,45,0.202557222,1253.383071,116.298454,3.780665498,175.9245006,3826.923208,24.18573762,1,2016,45,2025,91125
38,53,0.144283975,400,86.92579535,2.289261185,138.2962048,2512.54027,31.15944578,1,2016,53,2809,148877
39,35,-1.212703673,3193.582562,130.0240438,2.809711874,180.7279042,3337.222514,27.80283576,1,2017,35,1225,42875
40,33,0.63659609,3246.119975,118.0839707,4.507665149,221.9982449,4990.569725,31.8254485,1,2016,33,1089,35937
41,49,-0.075197993,9173.75836,159.0762192,5.622665875,176.2419065,4185.320445,31.54860509,1,2016,49,2401,117649
42,65,-1.361055496,3272.980924,122.7926135,3.968728367,151.9231437,3481.279685,49.68897926,1,2017,65,4225,274625
43,35,0.884074684,482.6061322,69.25145505,5.488748442,176.2419065,3845.773768,32.39115505,1,2017,35,1225,42875
44,82,1.105438582,400,154.3589573,3.408993206,127.6411806,4119.608354,31.24209915,1,2017,82,6724,551368
45,23,-1.800835487,400,178.0668432,5.726449011,206.2025303,5183.962107,31.36196987,1,2017,23,529,12167
46,32,0.555220322,1035.913056,74.01970429,2.336077612,84.15687378,3305.045571,28.34565152,1,2017,32,1024,32768
47,28,-0.719864482,400,223.1678082,5.728981204,351.609413,6728.45506,26.04192397,1,2016,28,784,21952
48,25,-0.863559506,400,144.7103531,3.813710403,203.8033089,5139.85745,26.77192419,1,2016,25,625,15625
49,92,-1.134155813,2641.461436,97.06235454,1.753690268,106.0484327,3033.044315,25.25229164,1,2017,92,8464,778688
50,45,0.883967496,2850.650982,161.8236267,4.441568669,290.1245615,5060.672905,24.97067373,1,2017,45,2025,91125
51,50,-0.704136331,569.4505962,160.2927448,5.870440984,228.9846882,5027.801154,22.20557006,1,2017,50,2500,125000
52,22,-1.055151459,1724.107071,152.3733711,7.365587923,266.5453223,5764.458376,32.35348409,1,2017,22,484,10648
53,28,1.265628126,492.4648803,154.3589573,6.672875181,334.8010957,5466.92699,32.88776028,1,2017,28,784,21952
54,56,0.627662781,1889.122167,112.6950514,3.094546307,140.0292813,2325.664623,27.29639689,1,2017,56,3136,175616
55,78,1.093573905,400,92.771369,2.847119468,163.3101522,2742.034238,28.84994129,1,2017,78,6084,474552
56,32,-0.724784535,2952.136346,106.4702399,3.395241114,182.2991854,3940.868787,32.77152695,1,2017,32,1024,32768
57,52,-0.74081126,2837.568008,118.1757309,3.668206368,129.4036376,3683.056791,22.94996509,1,2017,52,2704,140608
58,41,1.182831834,8455.423451,209.7508871,4.468562799,298.3712602,4837.461095,28.13196498,1,2017,41,1681,68921
59,56,-0.078772134,400,65.79620959,1.211256259,95.80826359,1995.475193,25.83117298,1,2016,56,3136,175616
60,46,-0.321767043,400,77.97206333,2.268135792,72.15386936,2579.012824,20.7292152,1,2016,46,2116,97336
61,27,-0.092697907,400,146.5035535,2.210675952,155.291797,4000.654239,21.52384918,1,2016,27,729,19683
62,38,-1.741444411,9720.607877,144.6785214,3.689313756,188.6094738,4871.729197,34.69895457,1,2016,38,1444,54872
63,72,-1.019981185,9991.330304,152.9657664,5.156570694,284.0887326,4331.337939,32.00755161,1,2017,72,5184,373248
64,39,0.515791995,3578.046068,112.3606016,4.780285794,163.7306926,4242.1537,27.09032586,1,2017,39,1521,59319
65,70,0.893548418,3359.957298,178.4129816,5.555590966,344.5526059,6241.914092,29.53357732,1,2017,70,4900,343000
66,64,-0.944476642,3024.124996,134.7894357,4.508005929,218.8941465,5315.877723,30.9562707,1,2017,64,4096,262144
67,47,0.554772892,2836.488292,161.8272082,3.849860592,201.655379,4164.692969,37.38656908,1,2017,47,2209,103823
68,66,-0.100981504,9948.433996,151.0168711,3.21514405,128.797518,3839.102777,32.32581191,1,2017,66,4356,287496
69,56,0.324033752,473.2427227,97.62666607,2.44966263,145.1400287,4439.188684,23.17071766,1,2017,56,3136,175616
70,70,1.141868464,1705.350147,139.2393664,5.016202205,190.2724128,3744.069694,22.76259576,1,2017,70,4900,343000
71,45,-0.790032088,2969.268005,195.2894063,6.517363402,306.6717362,6316.02775,41.06893162,1,2016,45,2025,91125
72,64,-0.74183532,5412.806478,101.4279108,5.166230019,126.9701783,2994.885538,24.99446269,1,2017,64,4096,262144
73,22,-1.550233084,1316.203457,186.5877896,5.976625932,269.8498719,6342.304511,32.61818646,1,2016,22,484,10648
74,54,-1.588281512,1221.76661,163.3676231,4.496465323,225.7889891,5075.599597,21.62173763,1,2016,54,2916,157464
75,53,1.773231273,1093.283609,126.0041083,3.890713917,197.2784044,4716.570245,26.26085393,1,2017,53,2809,148877
76,55,2.374474744,400,113.880654,3.83697552,117.6492806,3300.096157,27.29139241,1,2017,55,3025,166375
77,30,-0.918736367,2129.716954,109.4450404,2.631937445,126.1927443,3802.582735,25.10630849,1,2016,30,900,27000
78,63,-1.137780552,8056.673779,124.0190017,2.959002188,158.9587145,4085.36128,28.88577048,1,2017,63,3969,250047
79,52,1.018144651,2628.165263,253.1357342,9.407309367,548.7314363,8469.928154,28.48088554,1,2016,52,2704,140608
80,76,0.371064313,516.6769104,133.2205993,5.133696752,220.6140078,4961.498321,32.44970614,1,2017,76,5776,438976
81,34,1.321473762,400,101.0598645,1.965615055,124.9538181,3453.129433,32.25185904,1,2016,34,1156,39304
82,41,-0.441916181,1327.851934,84.21117676,2.254844593,106.7298172,2847.691062,20.37437752,1,2016,41,1681,68921
83,49,-2.705599106,7188.310263,133.8111711,4.692273555,213.0202216,4797.83061,27.159658,1,2017,49,2401,117649
84,43,2.044904011,6792.023359,142.2598536,4.788207831,243.2768272,5213.128031,31.78438988,1,2017,43,1849,79507
85,74,0.920457483,2275.846688,114.0453606,3.203615772,190.7894555,3950.280832,27.87462859,1,2017,74,5476,405224
86,79,-0.495792354,8452.495027,141.6088088,4.487914669,201.3548887,4096.056888,31.43681702,1,2017,79,6241,493039
87,34,0.649288359,9534.836277,118.6795857,4.954791266,126.4740295,3534.301252,27.02359605,1,2016,34,1156,39304
88,41,0.869450111,7885.927719,105.5419895,3.438528221,152.7639745,3673.206357,25.43616032,1,2017,41,1681,68921
89,68,-0.70543528,563.0635776,67.69767244,1.211419236,146.145303,3294.030219,22.155125,1,2016,68,4624,314432
90,59,-0.946659646,8263.967053,125.8335076,4.346839914,246.058534,5276.78773,28.82313722,1,2017,59,3481,205379
91,49,-0.131967654,3502.979359,178.1561071,3.244900923,157.6724746,4552.421304,29.65488303,1,2016,49,2401,117649
92,52,-0.626900724,3816.271488,123.3555138,3.153797746,150.0858246,3518.03198,23.66497109,1,2017,52,2704,140608
93,56,-0.594578583,3369.106728,176.9869645,4.928732375,302.9072806,6172.914312,30.46360371,1,2017,56,3136,175616
94,27,0.503147352,8507.682374,134.8736697,3.63410227,147.3286009,3824.380391,34.68623973,1,2017,27,729,19683
95,27,-0.239846822,2749.403089,139.0078394,2.85922914,156.7407472,4516.052105,19.63718744,1,2016,27,729,19683
96,34,-0.565948843,400,130.0904859,2.722816069,204.5292246,5054.423004,29.73060165,1,2017,34,1156,39304
97,40,1.354268912,3718.358088,124.4093467,4.179256554,189.7672199,3412.126732,31.73769123,1,2016,40,1600,64000
98,36,-0.252573807,3433.205282,120.45961,4.18721732,184.3980518,3581.856605,21.47954054,1,2016,36,1296,46656
99,33,-1.352532474,400,97.98742687,3.231038189,96.47877295,3404.322033,28.08130622,1,2017,33,1089,35937
100,60,-0.856538101,9066.95552,82.56646323,2.396876369,136.0442371,3628.4862,18.76242521,1,2017,60,3600,216000
101,70,-2.018116606,3365.080073,144.6777911,8.059766261,329.862411,6315.695974,21.14461104,1,2017,70,4900,343000
102,45,0.140592014,400,85.27521592,3.986019044,159.2286281,3484.161741,33.61374608,1,2017,45,2025,91125
103,53,0.390233428,400,89.65306814,4.277144574,176.3491225,3899.311689,26.04463596,1,2016,53,2809,148877
104,42,0.49261446,3868.831412,162.7530128,5.864740328,312.4390714,7158.847799,20.73657138,1,2017,42,1764,74088
105,23,-1.940718739,9736.99866,131.8682531,3.986019044,217.5979986,3795.318088,32.34989941,1,2016,23,529,12167
106,55,0.503882085,5845.605475,144.6498324,2.06431723,181.4246218,4188.220488,23.7432356,1,2016,55,3025,166375
107,51,1.427572342,5411.229242,113.6854581,5.004473433,242.6406923,4523.116292,29.59566012,1,2016,51,2601,132651
108,52,-0.653336528,2575.420518,129.5749394,4.384924831,145.3908577,3641.637188,26.71342722,1,2016,52,2704,140608
109,60,1.656823875,400,159.6268945,5.344472086,332.9580521,7251.461826,23.31574454,1,2016,60,3600,216000
110,66,0.854029795,1444.621293,109.0295582,2.632381552,182.2991854,3839.102777,31.8838693,1,2016,66,4356,287496
111,48,1.236502299,471.1208731,216.648178,5.714395532,311.6173966,5775.959473,25.33577899,1,2016,48,2304,110592
112,70,-3.031794456,2753.955827,114.3332905,2.956193927,203.2649075,4056.479594,25.31086245,1,2017,70,4900,343000
113,49,-1.348612801,400,146.0602916,4.201128973,220.0048381,5415.330412,34.06654489,1,2017,49,2401,117649
114,48,0.307975191,400,105.9485339,2.48357468,156.583271,4141.645838,28.63540964,1,2017,48,2304,110592
115,83,0.108586089,8719.465776,158.5664114,5.329157373,354.8420308,7062.030958,37.96584267,1,2017,83,6889,571787
116,37,-1.482063901,2153.746204,151.9492577,2.796766368,132.6357292,3212.129453,20.60471342,1,2016,37,1369,50653
117,53,0.534965381,8716.62784,102.1324798,3.45989096,122.472987,3954.857294,27.81154825,1,2017,53,2809,148877
118,44,-1.205877283,400,155.571347,4.595459336,180.4041504,3950.844107,22.5158831,1,2017,44,1936,85184
119,49,1.062643454,3961.667939,124.8491459,3.13029359,230.2149693,4744.614138,24.79291375,1,2017,49,2401,117649
120,74,-0.163456353,400,106.9769114,2.912596082,187.6753992,3292.656244,23.98889353,1,2017,74,5476,405224
121,20,0.505840751,3953.519246,178.7694201,3.95478001,206.4753076,4546.965693,24.81925287,1,2017,20,400,8000
122,20,0.351171011,3657.797049,118.1757309,5.556070268,344.5526059,5930.939911,24.81221587,1,2017,20,400,8000
123,24,0.167242687,400,144.6375996,3.607990901,272.6019466,5460.089167,26.28021965,1,2016,24,576,13824
124,54,-1.164105303,2175.638305,124.0638481,3.741859822,227.6853601,4961.498321,27.54531622,1,2016,54,2916,157464
125,51,-0.598561941,2493.508142,122.7915954,4.401296251,279.501631,3742.534797,25.63610298,1,2017,51,2601,132651
126,72,1.271330505,1564.768016,134.5001736,3.250727168,229.286827,4948.564901,35.29822741,1,2017,72,5184,373248
127,78,-1.049452866,2134.701887,92.72921238,1.453781855,82.59505175,1650.085919,33.99474901,1,2017,78,6084,474552
128,59,-0.52169713,1158.353022,163.0072494,6.755818785,355.0649193,5849.581309,25.04225649,1,2016,59,3481,205379
129,41,-1.072957779,2582.559321,69.30035611,1.381572667,101.0443864,2267.716069,26.42559814,1,2016,41,1681,68921
130,59,1.630103492,400,115.5194726,3.390926905,129.337226,3096.849567,25.86021642,1,2017,59,3481,205379
131,87,0.744282877,400,129.5138009,4.069872178,190.8968693,4484.353021,30.37523652,1,2017,87,7569,658503
132,58,-0.791783118,3043.525079,151.7450298,4.255799494,182.2502115,4119.608354,27.84045107,1,2017,58,3364,195112
133,34,-0.026609511,3067.842626,117.9912044,5.05460392,160.6784144,3435.767333,31.4393219,1,2016,34,1156,39304
134,62,0.133249001,9468.15301,129.527805,3.742115669,140.9179047,3300.096157,27.82825166,1,2016,62,3844,238328
135,72,-0.654199589,8897.011317,115.8142133,3.971028678,148.696292,3097.332969,33.05387224,1,2017,72,5184,373248
136,61,-0.074940656,3335.235682,144.4109097,4.788332089,209.5314834,5842.846533,25.40745797,1,2017,61,3721,226981
137,67,0.580095005,400,133.6549272,5.883632654,322.1844462,6809.787797,29.04453984,1,2017,67,4489,300763
138,45,1.144852364,9720.547518,146.7519746,4.517018964,164.7992188,4344.877795,25.6213046,1,2017,45,2025,91125
139,67,0.421043808,8834.655621,198.3384578,6.128015472,309.9752703,6900.409583,33.68618445,1,2017,67,4489,300763
140,30,0.107304347,2477.828823,196.6872351,4.780166739,204.0252295,3770.439794,28.08515212,1,2016,30,900,27000
141,64,0.302132824,400,220.2519345,4.031991663,240.1925396,4590.616763,25.394377,1,2016,64,4096,262144
142,32,0.717223405,9734.479684,159.7505706,5.671473409,209.5314834,5867.77318,33.99749014,1,2016,32,1024,32768
143,22,-1.042732382,9835.867641,179.4268057,5.34147644,174.6639139,5099.103366,27.8100792,1,2017,22,484,10648
144,27,0.274842955,3765.115109,155.571347,7.328409723,299.2023282,5455.225728,25.49684824,1,2016,27,729,19683
145,33,-0.99177447,2402.750815,281.9840856,7.336500682,411.1152186,6708.799906,31.3989774,1,2016,33,1089,35937
146,51,-0.234522718,400,84.34465351,2.279799465,98.22868615,2818.521593,20.86468031,1,2016,51,2601,132651
147,71,1.218873697,4957.055197,86.83602913,0.919414031,129.6229864,2296.768181,21.73596001,1,2016,71,5041,357911
148,65,2.106074225,5881.941461,180.3043752,4.038827228,207.9463369,6295.214827,28.39887529,1,2016,65,4225,274625
149,89,1.11809128,512.6906703,97.4873077,2.309099806,106.3808288,2301.896648,38.69182662,1,2016,89,7921,704969
150,55,0.674691263,3796.521865,120.5110712,4.287154954,192.2548958,4911.475812,27.48494682,1,2016,55,3025,166375
151,68,-0.165614536,3814.524925,125.3908715,3.997991246,99.41013177,3132.69766,29.20768794,1,2016,68,4624,314432
152,25,0.840650575,3362.486944,164.0640326,3.590379243,260.3283075,5294.236491,20.88291716,1,2016,25,625,15625
153,58,-0.953349914,400,123.2467607,3.575892378,103.7636573,3806.81333,27.89065378,1,2016,58,3364,195112
154,36,-0.286563179,2377.991717,114.0211978,4.562164135,170.1040572,4231.961135,29.31467065,1,2017,36,1296,46656
155,70,-0.138920066,1767.705781,123.6210081,3.21635829,184.8820317,4037.374059,20.45648717,1,2016,70,4900,343000
156,45,0.332412227,1465.216265,180.8882937,6.514441321,322.7563696,5920.249765,38.26056291,1,2017,45,2025,91125
157,40,-0.384706381,2065.949167,149.6057907,3.615793905,268.2779237,4590.649861,37.02801494,1,2016,40,1600,64000
158,34,-2.020403727,1021.800904,178.0668432,3.721022478,219.6947489,5075.599597,23.20770433,1,2016,34,1156,39304
159,89.10122203,1.619451584,483.2189571,170.0135283,4.969654043,261.4887502,4598.909762,33.80992494,1,2017,89,7921,704969
160,20,-0.503209681,400,158.3865284,5.199928176,195.6474363,6142.305697,34.39155413,1,2016,20,400,8000
161,74,1.748913342,400,70.59374729,3.45989096,125.8838646,3802.229621,21.0846189,1,2017,74,5476,405224
162,82,0.702295548,1085.583156,88.16286651,2.786089405,124.1891774,2590.107939,22.46922569,1,2016,82,6724,551368
163,89,-0.327196894,1091.395141,91.3383595,1.158599842,65.9342578,1794.392091,26.05870149,1,2017,89,7921,704969
164,62,0.144689881,549.0595241,79.47140618,2.309877602,92.76245001,2136.000184,27.15186274,1,2016,62,3844,238328
165,59,1.155300481,400,112.3558877,3.319313554,220.6264085,4084.300511,36.78784914,1,2016,59,3481,205379
166,57,0.878682252,3914.805084,211.6661646,6.008821102,364.6408009,8006.36252,27.58022966,1,2016,57,3249,185193
167,58,0.679950045,400,129.8943882,4.732694206,257.793115,4722.26564,20.50029759,1,2017,58,3364,195112
168,26,0.577193216,1762.822848,73.27471814,4.320225317,91.30661411,2044.039037,27.42078769,1,2016,26,676,17576
169,90,-2.93566746,9221.454727,148.9824819,2.935094417,176.103386,4337.076889,26.19852618,1,2016,90,8100,729000
170,69,-1.123168725,1937.655873,112.6171058,3.219147401,128.4148493,2944.453011,32.60887345,1,2017,69,4761,328509
171,51,-0.081367168,5232.75038,119.603222,4.239737982,196.576622,4924.484819,29.468521,1,2016,51,2601,132651
172,78,0.941893887,1552.251178,124.6157593,1.653011207,47.04783179,1651.742488,30.69219192,1,2017,78,6084,474552
173,76,-1.548212718,400,154.5594864,5.189806236,311.2700882,5646.159348,27.71319881,1,2016,76,5776,438976
174,43,0.039467248,8602.141791,132.6795905,5.235058982,303.3886669,5129.143263,29.29332058,1,2016,43,1849,79507
175,33,-0.204090046,400,118.0326915,4.542236855,150.1885439,4260.397136,25.41661584,1,2017,33,1089,35937
176,90,0.311392371,9631.981064,106.3944473,2.538539855,133.2297636,3039.6878,37.77737478,1,2017,90,8100,729000
177,68,0.685196029,2306.246227,139.0744056,6.289197221,210.336777,4787.219371,23.11238183,1,2016,68,4624,314432
178,52,-0.370562353,482.4651817,157.7137733,5.973524632,338.6554376,5969.434591,32.79799626,1,2016,52,2704,140608
179,38,0.476919967,455.5419732,134.9430372,6.087048974,310.2109308,8838.560978,29.15257567,1,2017,38,1444,54872
180,52,1.110713917,400,146.9183435,4.111900945,162.7204301,4549.509281,26.25246781,1,2017,52,2704,140608
181,66,-1.002521102,400,108.9926951,3.122923662,110.6429127,3553.74046,23.22490545,1,2017,66,4356,287496
182,46,-0.352404868,1420.020838,150.1747162,3.812312326,200.0289867,4362.964,29.17583331,1,2016,46,2116,97336
183,89,0.31238424,8660.737249,191.3883211,3.726703007,260.8542691,4947.694234,27.65669762,1,2016,89,7921,704969
184,40,0.275372138,1155.205,117.2615719,2.178807015,107.5136654,3292.656244,21.2839626,1,2016,40,1600,64000
185,34,0.708965018,1863.552061,200.2187829,5.902703089,322.994085,7547.290896,25.73475035,1,2017,34,1156,39304
186,62,1.530149853,476.5445178,136.1156411,2.257706854,192.5026106,3816.385976,24.71241047,1,2016,62,3844,238328
187,58,-0.699545082,1559.173457,143.7647235,2.078506275,157.2281451,3388.739567,27.5783582,1,2017,58,3364,195112
188,29,0.135307501,471.6439803,151.1580889,2.619187994,167.2236789,4792.58768,33.59479307,1,2016,29,841,24389
189,45,0.690517787,1993.264964,175.8763105,5.105813541,237.9541574,4273.595269,22.72266144,1,2016,45,2025,91125
190,55,0.016287844,8374.382868,172.5076253,5.467058051,210.4846363,6241.914092,28.247288,1,2017,55,3025,166375
191,62,0.828064062,502.7720308,114.9096071,5.454460055,273.3964417,5403.15329,28.55064622,1,2017,62,3844,238328
192,20,0.395073294,400,100.6858254,3.574479398,107.4355721,3249.953918,32.091565,1,2017,20,400,8000
193,32,0.471522345,8612.686977,233.9521862,6.831192591,192.5026106,5737.445367,25.54485439,1,2016,32,1024,32768
194,50,1.050270442,400,109.1166257,3.388103364,153.762649,3088.525891,30.99419318,1,2016,50,2500,125000
195,31,-1.012589654,400,94.23937546,4.092753934,125.3701262,2814.034631,33.89459312,1,2017,31,961,29791
196,22,-0.830815078,3874.427982,186.311758,4.268797448,285.6043028,6458.62012,27.98284441,1,2016,22,484,10648
197,59,-1.291789156,400,93.8700213,2.264811787,103.8324896,3174.415608,33.02712429,1,2016,59,3481,205379
198,46,-0.632839563,567.9563404,187.4327536,6.423101401,208.8278109,5271.536773,35.03327128,1,2016,46,2116,97336
199,45,-0.07143111,400,163.8556902,3.868480116,178.1516617,3802.582735,23.1285453,1,2017,45,2025,91125
200,28,0.328582541,458.8903801,191.1787247,4.523289334,245.2286892,6657.012778,24.02472618,1,2017,28,784,21952
201,47,-0.288972817,499.7266632,160.7426648,4.96179198,217.4288313,5712.053052,33.73494797,1,2016,47,2209,103823
202,50,-0.77376448,2904.889099,195.7128311,4.121240236,244.9943793,5586.102633,29.4339367,1,2017,50,2500,125000
203,92,-0.594167734,400,130.411759,3.764910504,150.8219872,2574.683219,25.80977119,1,2016,92,8464,778688
204,61,-0.720690606,602.0997938,129.8240719,1.826185949,94.98657621,2703.394851,34.20065434,1,2016,61,3721,226981
205,53,0.768272765,539.434599,90.10299777,4.423222727,169.1982212,3424.130598,22.27972752,1,2017,53,2809,148877
206,48,-0.564287151,7143.524423,102.4445364,2.876233033,168.4810653,2927.819343,27.25348508,1,2017,48,2304,110592
207,28,-0.10360072,8894.826916,165.0827882,4.595459336,269.3690821,4770.067428,29.41968992,1,2016,28,784,21952
208,21,1.81813476,428.5854505,97.36811521,3.512614314,174.9966736,3033.044315,24.01534006,1,2017,21,441,9261
209,76,0.345432219,8566.871934,96.60979658,2.191053284,94.48685667,2092.421546,27.21943059,1,2016,76,5776,438976
210,79,-0.695170209,400,80.79142961,1.928823745,89.16018131,1453.096324,30.01374258,1,2017,79,6241,493039
211,28,-0.202282332,400,164.4047905,4.081014042,124.9910656,3901.429996,26.33737852,1,2017,28,784,21952
212,53,-0.343687807,400,124.0395554,3.95705614,190.8968693,3990.581391,27.29586797,1,2016,53,2809,148877
213,20,-0.918270948,4527.735815,145.8206071,5.688195998,261.7332618,4477.894166,18.20364987,1,2017,20,400,8000
214,68,0.350256861,724.9180462,129.3962238,2.77558848,240.2110864,3930.446669,18.63138474,1,2017,68,4624,314432
215,93,-0.34782353,729.2394914,90.21437173,3.197330132,119.0540463,3517.748751,29.13569791,1,2017,93,8649,804357
216,42,0.00071219,580.202385,132.2725694,7.028148448,272.5386347,5765.832789,28.73370837,1,2016,42,1764,74088
217,56,-0.024209542,8651.000568,132.1632759,3.070645328,231.6518687,3537.889019,27.9224139,1,2017,56,3136,175616
218,73,-0.732117563,782.4296941,130.94525,3.359342463,132.5537627,3371.734832,21.483314,1,2017,73,5329,389017
219,38,0.054467007,3551.974609,161.8272082,2.027456499,136.0442371,3568.733838,32.18701437,1,2017,38,1444,54872
220,26,0.870958057,2491.005177,292.1692768,8.292080243,345.7071793,9328.694361,29.14726284,1,2017,26,676,17576
221,47,-0.157993126,2893.030724,134.0602337,5.691813194,116.8133275,3620.491323,29.81008184,1,2017,47,2209,103823
222,60,0.501077648,1452.456194,83.13109114,3.908474213,129.740183,3234.531999,45.42039824,1,2016,60,3600,216000
223,30,-0.211160868,400,88.98115763,2.543411287,155.3868155,3886.8042,21.70559236,1,2017,30,900,27000
224,43,-1.704751987,8271.891482,156.512267,4.980299386,228.4757497,4970.280214,15.65719746,1,2016,43,1849,79507
225,26,-0.307985112,2132.14541,122.7871605,2.050446678,128.2952027,2085.711408,24.98733903,1,2016,26,676,17576
226,28,-0.17294933,1036.43153,120.8005209,6.33821516,295.9046081,5244.878983,33.69026907,1,2017,28,784,21952
227,44,0.473620662,400,92.29442746,3.07154512,138.9252248,3587.721185,30.45681128,1,2016,44,1936,85184
228,65,0.76903306,5601.188458,158.5664114,4.75534291,194.1650557,4027.032263,33.13757301,1,2017,65,4225,274625
229,36,2.379649301,3853.154829,209.4610919,6.655294293,373.1320326,7545.832301,25.38704225,1,2017,36,1296,46656
230,49,0.36520287,1149.831469,140.310466,3.60745121,169.3809939,3714.576406,27.39269471,1,2016,49,2401,117649
231,56,2.806731512,8955.997955,175.8340111,6.496138197,315.3950443,7034.166562,30.20154268,1,2017,56,3136,175616
232,90,1.005696959,3957.851004,100.29683,2.606579716,157.613673,4464.845751,22.83449924,1,2016,90,8100,729000
233,32,-0.311194854,3551.76314,114.1802465,4.523420361,175.1374202,4137.813495,25.20011439,1,2016,32,1024,32768
234,61,-0.3740586,1325.493239,111.7888141,4.056473853,143.0512498,2754.962873,22.54949447,1,2017,61,3721,226981
235,34,1.070480027,400,125.7922109,3.22925959,166.1997849,4323.446281,23.97668967,1,2016,34,1156,39304
236,24,0.0155846,9131.843866,179.3429737,5.397917482,194.0794887,4085.36128,23.70514554,1,2017,24,576,13824
237,69,-0.71558798,2689.324606,99.92665762,2.538956188,116.5951298,2410.872057,26.97126594,1,2016,69,4761,328509
238,46,-0.183412784,400,142.4785407,5.707345985,203.0445306,5450.078567,26.02534725,1,2017,46,2116,97336
239,60,0.051158456,400,166.9071633,5.084899419,257.9402951,5177.905395,26.48137358,1,2016,60,3600,216000
